u,z
5,2.96452621313137
5,-5.993910772823
5,-2.78441741506835
-5,6.71931915627008
5,10.1428095422331
-5,12.0522793117001
5,9.567729246796
5,8.26310418387444
-5,12.639862245549
-5,9.92989160522843
-5,-1.26191087066859
-5,-16.5571317362432
5,-30.703304716691
-5,-31.3361037566636
5,-28.6422350823918
5,-18.1733759080911
5,-0.412850597153443
-5,20.4761302325243
-5,28.3480496161709
-5,19.5383538559156
5,2.16893446574359
5,-7.67246156258184
-5,-5.35041019644284
5,-5.0163610365265
5,-3.58569207239769
-5,4.36686563381804
5,5.7190397100571
-5,9.58497089637483
-5,7.53848920698651
5,-3.4579791593296
-5,-8.23446476349338
-5,-11.8151503328678
-5,-19.0141987556572
5,-27.9481998849227
-5,-28.2100966543034
-5,-25.688482423014
5,-27.4470096242792
5,-20.9652485097298
-5,-4.88804654460278
-5,4.81160372940386
5,3.51669036101788
-5,5.32268156418147
5,1.9450490892531
-5,1.24030723064542
5,-0.970060670953096
-5,0.0183236557495953
-5,-1.750466558858
-5,-10.2315959128444
-5,-19.6950330710665
-5,-27.9763009571263
-5,-37.0610790411785
5,-43.209579429449
5,-37.1295896358917
5,-18.0277240731316
5,5.16496808175292
5,28.0193925229017
-5,46.9185433674467
5,48.7432408901257
5,41.9484383695323
5,36.9483861899454
5,33.2305972188273
-5,29.9009478171622
-5,19.585339314151
5,0.258885552273536
5,-11.6117083533033
5,-10.3035597973756
-5,0.733679115035887
5,4.85021732312005
-5,7.66188746106887
5,4.07766453333175
5,2.36560279538192
-5,8.56668006443994
-5,8.18631032675639
-5,-0.551154762609719
-5,-14.4977513485136
5,-27.9600746518466
-5,-29.6549192068853
5,-30.3926523278987
5,-21.076844449848
5,-4.07394517339991
-5,15.7980197843276
-5,23.9201553550594
-5,15.9311830146342
5,-0.611967244266242
5,-7.77609992833433
-5,-3.76888215448118
5,-4.61278695446735
5,-2.06170478021044
-5,6.45663725345942
5,8.57148149052189
-5,12.1083645979136
-5,10.161476385216
5,-0.172609960449325
-5,-5.82651162844748
-5,-9.70099306117486
-5,-18.9857858590087
5,-28.9409259078682
-5,-27.0691401247922
-5,-22.4271288872665
5,-20.0302369950139
5,-11.0111105851938
-5,4.89027507644835
-5,11.6132909086717
5,6.7842209859842
-5,3.6267487597882
5,-0.872968717670943
-5,-1.57680219892365
5,-3.37649499066271
-5,-0.0547918660202262
-5,0.66791542254875
-5,-7.60660335884106
-5,-18.6367062396794
-5,-29.702412382123
-5,-39.2657202026373
5,-46.6735957039811
5,-41.8952416321433
5,-23.5508457312469
5,1.42105528526302
5,25.8096739707475
-5,44.7469198944247
5,46.0343679413775
5,40.5413489449225
5,36.6792392267473
5,33.3538727769603
-5,30.3168096013341
-5,21.508566850498
5,3.65603079537573
5,-7.8871773692956
5,-7.71764808740383
-5,2.06542861729109
5,6.05871116370161
-5,8.32189748747308
5,5.06943035826564
5,4.28526802082707
-5,9.84866032078905
-5,10.1799296619655
-5,3.005821295573
-5,-9.90075164122032
5,-21.9351132816072
-5,-22.1936495759942
5,-21.3158047247057
5,-12.8379500562142
5,4.22483652240131
-5,24.1371930139489
-5,29.074990190491
-5,18.6806448697589
5,-0.165437319793327
5,-9.34535952675311
-5,-5.31441625810392
5,-3.64086500170673
5,2.0250256082791
-5,11.7053447496813
5,14.8311055481611
-5,16.3855391196155
-5,10.4999669380073
5,-4.95482401110973
-5,-12.3006177907884
-5,-19.245337696852
-5,-27.2349981143068
5,-34.3430991902177
-5,-31.5516421795467
-5,-27.7363484548173
5,-27.5270761073403
5,-18.093614801846
-5,-1.49642122774961
-5,8.65568114584045
5,7.44057979935824
-5,7.22594794128146
5,2.0329939038441
-5,0.950723132457579
5,-0.818492561026578
-5,0.575498364990963
-5,0.0602340678533577
-5,-7.67186822075647
-5,-18.6984394327615
-5,-30.2439936156596
-5,-39.5425634887592
5,-46.3862379367694
5,-39.1249293653694
5,-19.3798505699886
5,5.92388367190174
5,30.8532392473127
-5,50.931777117446
5,52.3621556110708
5,44.1141585377511
5,38.0790111157205
5,33.1765224471346
-5,31.6964189076261
-5,21.4767689478117
5,3.17497646700774
5,-6.72822124187891
5,-3.9163797856293
-5,7.26292894537961
5,12.8673624436569
-5,15.9373584372886
5,11.4677439523424
5,10.6593769043228
-5,15.2013219769869
-5,13.6156279593877
-5,0.653916971029512
-5,-15.7278253702778
5,-33.7555387605623
-5,-36.6643832583241
5,-33.4589235211442
5,-21.3553003094098
5,0.457112971863068
-5,22.6681244115119
-5,29.8742848915235
-5,21.4477774823585
5,1.56621047593378
5,-9.92668187121564
-5,-7.94205987437325
5,-7.87462691284367
5,-2.75026278606009
-5,9.43584035200686
5,13.0712928313438
-5,15.1234895819441
-5,10.4321434545757
5,-2.2740896214895
-5,-6.49338785780547
-5,-9.70335286118462
-5,-17.6296841670082
5,-27.5885040958345
-5,-24.7928899507489
-5,-19.8379859669959
5,-19.6444053584475
5,-11.9654239273734
-5,3.42128539014115
-5,11.930460889353
5,7.8163877650259
-5,4.97041022508221
5,-1.25006485792966
-5,-2.63156255227563
5,-8.23149869189414
-5,-7.03228579295403
-5,-9.16238182730426
-5,-17.2084320192639
-5,-25.7546847856074
-5,-34.9851037753367
-5,-41.56719349239
5,-46.5021132008614
5,-36.0662472967177
5,-15.351212374717
5,10.5496948017821
5,33.2947821656133
-5,51.9972566668457
5,51.2610224401527
5,41.705219126517
5,33.8742466618858
5,26.9519601118365
-5,25.5810140440668
-5,17.6797550574977
5,1.37535663653827
5,-7.95821325769723
5,-5.0737833441596
-5,6.19174283193619
5,9.70045578328002
-5,13.4077691419945
5,9.80553917737769
5,7.90874417741721
-5,14.0518445321286
-5,10.5651230354759
-5,-3.0563773057388
-5,-21.1505932175759
5,-37.0161138103141
-5,-39.7697589725286
5,-36.373516728958
5,-24.973275362274
5,-4.35045296468244
-5,19.5589383271565
-5,27.3536761435815
-5,18.9196873911612
5,2.34065039871438
5,-6.30821608825677
-5,-4.30876265816732
5,-4.73919769277228
5,-2.87752773931078
-5,5.54761066004339
5,6.87370165316581
-5,8.71780652577968
-5,6.0498210134927
5,-4.45505966146946
-5,-9.19686649223656
-5,-13.8386132271961
-5,-22.2282731910262
5,-31.3618432195016
-5,-28.9108237244964
-5,-24.1816046640815
5,-23.4201604852088
5,-17.0308249061875
-5,-0.955598265592522
-5,10.7092163931612
5,9.26922671072495
-5,11.082228380663
5,7.905862723573
-5,7.42879247903594
5,3.07594938873564
-5,2.2150659176881
-5,-0.983940824382959
-5,-10.5088704394024
-5,-24.728724045568
-5,-38.6575452046398
-5,-47.347455207564
5,-51.8154302119245
5,-42.5831415366243
5,-20.0056615022011
5,5.43827034087003
5,30.7916387419881
-5,46.5222530351274
5,45.8548740858402
5,40.7530293357814
5,36.2160847270525
5,32.3602273968025
-5,29.6340639814678
-5,20.0617649201315
5,1.36612178288211
5,-8.99851184505355
5,-6.86956821841951
-5,2.79952639118192
5,7.19685258346313
-5,10.0097617536001
5,8.33184869638719
5,8.25199877900097
-5,13.4764251880367
-5,11.878619084397
-5,1.58020017992041
-5,-13.7094485932214
5,-28.4879925051948
-5,-31.3773893972495
5,-29.9735867892749
5,-20.447600480592
5,-3.29963321939065
-5,18.7300546779605
-5,30.203115471216
-5,24.7435267982991
5,6.28435360372984
5,-5.6839949770059
-5,-5.85224492489123
5,-6.89036075505821
5,-1.77498794031935
-5,8.04538730142635
5,11.5536744580557
-5,14.104146752809
-5,10.3319619978513
5,-3.80118791818121
-5,-11.0650794568476
-5,-15.7131061689261
-5,-23.2560391605471
5,-31.4882875523601
-5,-30.3201747010288
-5,-24.1697979843888
5,-20.8884002706655
5,-11.5756948356776
-5,3.65455077525252
-5,13.6717300311364
5,9.48050948705323
-5,5.52086298301519
5,0.589491820689763
-5,-2.08385221501789
5,-6.57335231122986
-5,-5.10294022649758
-5,-4.83082085351898
-5,-11.7837795430331
-5,-22.1856488552616
-5,-33.679128339229
-5,-41.9044824352671
5,-45.8989374597443
5,-38.1127927965045
5,-16.7646670770681
5,7.01190355424593
5,28.9196858056076
-5,45.3789460889541
5,44.9041812676448
5,36.3329751685674
5,29.7646891026568
5,27.1582200373872
-5,27.0163321869922
-5,18.2606239784828
5,-0.297338632219584
5,-10.7884018482012
5,-8.03288322766431
-5,4.86974859690823
5,9.99110675152747
-5,13.645820378159
5,11.1831776673351
5,8.31244153564182
-5,11.3630059100063
-5,7.55378376048525
-5,-4.42758412740111
-5,-20.5914190752646
5,-34.9633134827982
-5,-35.7814194486614
5,-31.9138930068117
5,-19.4047569232904
5,-0.351371172428874
-5,21.5836777019867
-5,29.9759047108122
-5,22.1962434211461
5,3.42385283860697
5,-8.79664098640615
-5,-8.29867483823124
5,-8.51013950391749
5,-3.98754904566276
-5,7.87549422606596
5,10.2939221547693
-5,11.7662279306109
-5,7.03043999172658
5,-5.01031388062389
-5,-10.7641644016981
-5,-14.3752485717124
-5,-20.6634058090065
5,-28.1462628468471
-5,-26.5672811210593
-5,-21.8962492159851
5,-20.9637320772919
5,-13.5914598418927
-5,2.62636966540565
-5,10.6157595438681
5,7.34001424517415
-5,5.16249085698809
5,0.0515400773952164
-5,0.103695906656342
5,-2.14995871044294
-5,-0.779936165895716
-5,-1.26062556508194
-5,-10.6029615786696
-5,-23.8771475478063
-5,-34.3522367176321
-5,-42.5456111805901
5,-46.4697380233165
5,-36.6678555445506
5,-15.1218273919942
5,11.0660792791042
5,36.5493419946438
-5,56.5493094324599
5,56.3886900319098
5,47.285175427406
5,37.4338448222167
5,30.7574388724156
-5,26.8505687640504
-5,16.3880223803049
5,-1.011714401103
5,-10.856708064142
5,-7.31658754838491
-5,2.61196637608482
5,5.25283818419307
-5,8.80792402980733
5,4.60273646096631
5,1.60997270678536
-5,6.7813500896011
-5,4.93000016636928
-5,-5.46599643495991
-5,-17.977479608075
5,-30.4043307588447
-5,-30.3867090580992
5,-24.9395649925622
5,-15.0772093062212
5,2.79701437498434
-5,23.9731632079807
-5,31.6840730162145
-5,23.3761958038033
5,4.88114311859942
5,-6.45065295764293
-5,-5.81394053280646
5,-7.44601029833673
5,-5.8240667031658
-5,3.14556893542722
5,6.32911923839815
-5,9.39740134689018
-5,7.54639727572897
5,-2.96065152450171
-5,-6.86832266189461
-5,-11.0493428023464
-5,-17.4993972436258
5,-27.0167613241016
-5,-26.4482956076789
-5,-24.3597942898109
5,-25.1077723174151
5,-18.7994557334317
-5,-2.15171852543111
-5,7.14697223229251
5,3.34526930616697
-5,2.93998746884422
5,-2.23640303081801
-5,-3.49016897304006
5,-6.00578822984771
-5,-5.11403526819639
-5,-5.34408567257564
-5,-11.535325897695
-5,-19.2349022471007
-5,-27.7804763870992
-5,-36.553217463546
5,-42.9249344055146
5,-39.5460235826658
5,-19.672651598013
5,5.22292357468297
5,29.1051492786326
-5,47.313061381723
5,46.6691997624022
5,38.8295132861621
5,34.8086858198739
5,31.1058114658323
-5,32.1984716251337
-5,23.624988709279
5,6.54015437448544
5,-5.21740292340012
5,-6.31794924750711
-5,1.97095908546278
5,6.15858021032983
-5,12.1946916204398
5,11.5524370278054
5,10.0635960260006
-5,14.9982206875401
-5,14.9115566085059
-5,3.15732743884998
-5,-12.2587060674332
5,-27.4062622526032
-5,-29.7337408274706
5,-29.2531909187434
5,-22.9583126074355
5,-6.22803424930329
-5,14.7068680250123
-5,22.9492659585317
-5,16.0381373629525
5,0.122829134242777
5,-6.977823598212
-5,-2.71583978112978
5,-1.39929124160292
5,1.43510339878434
-5,9.68272065805927
5,10.603628535434
-5,11.5405536261945
-5,8.27773107639744
5,-3.25619452693373
-5,-7.90190762706754
-5,-11.9245030060484
-5,-20.5411078940994
5,-27.9677725646701
-5,-23.807438149965
-5,-18.7737407696759
5,-19.97774231919
5,-13.0527742818948
-5,1.89108267901164
-5,8.26610620641603
5,4.64730584220084
-5,5.0279359641476
5,2.25636524159902
-5,3.45739120920309
5,2.38413768098819
-5,2.6512747452771
-5,-1.47377371509298
-5,-12.2536963139066
-5,-25.3072708260154
-5,-36.3393853309075
-5,-43.3933570767767
5,-47.4604912951906
5,-38.737432415834
5,-17.6008115262704
5,8.67624944385721
5,31.7778357607966
-5,51.6154528116784
5,53.6115534636573
5,44.5781891899722
5,35.8693559433983
5,29.6826554079297
-5,26.7409818617721
-5,16.8906664947058
5,-1.74491856560517
5,-13.6291268940862
5,-11.4826488265124
-5,0.595153160495937
5,4.64201237169055
-5,9.14012888793253
5,8.38990030845979
5,8.73389334709331
-5,15.4811433340555
-5,16.2252611503313
-5,6.66756041785224
-5,-8.6471315297336
5,-24.7652840528536
-5,-28.8588082932804
5,-27.9985429694889
5,-19.9047688387296
5,-3.2791999361424
-5,17.6388982263843
-5,25.2506223911163
-5,17.8515043099839
5,3.07162469793465
5,-4.33477036823527
-5,-2.4602575432823
5,-2.59326903217532
5,-1.74239307657036
-5,6.94396677776348
5,9.3157531770614
-5,12.4910273426347
-5,9.20801722793473
5,-4.01062873572153
-5,-9.41870831999388
-5,-14.0082974899026
-5,-20.3661927881972
5,-29.3685275564248
-5,-28.3469180868691
-5,-24.9368157671887
5,-25.0702220459161
5,-17.8834063321859
-5,-2.32211337510655
-5,5.82185783858742
5,2.68914230227013
-5,2.86826780569027
5,-0.903082885772541
-5,0.0036185382026368
5,-1.01461491361319
-5,0.988910591587571
-5,-0.769049790633891
-5,-8.42224729285335
-5,-21.1211886583025
-5,-33.268721791388
-5,-45.4458889453273
5,-52.8011219804312
5,-44.7054172820146
5,-22.366169674703
5,4.56780607484266
5,30.7898962624499
-5,50.1135519966223
5,50.1572445286356
5,42.3127345467342
5,36.1532565068906
5,33.8537832333775
-5,33.0813710848951
-5,23.780635612607
5,7.07836214745217
5,-2.13067455649668
5,0.542742198571918
-5,8.79728658653673
5,10.691202956362
-5,11.0307410734504
5,5.21761267413012
5,1.20981584205883
-5,5.84027036873901
-5,4.67079569496864
-5,-4.66850879796442
-5,-18.2202321160818
5,-32.2040193425858
-5,-33.2710915803904
5,-31.9278046200988
5,-20.791923292748
5,-1.45755502410406
-5,19.7872719010277
-5,28.5483022248399
-5,22.5238461141766
5,6.49402499842761
5,-2.82370634472824
-5,-1.41571446742699
5,-1.2272321820143
5,1.36310691423004
-5,10.8639602645087
5,13.7932305096855
-5,14.5416965345078
-5,11.7832932727967
5,0.660660524632013
-5,-4.49517098250088
-5,-9.83863617461136
-5,-18.3152374723283
5,-27.7361886514894
-5,-26.2125206845942
-5,-21.2312941471174
5,-18.6700131555738
5,-11.370062514285
-5,3.52760676252137
-5,8.77807698865166
5,3.12629274738547
-5,0.417281191764046
5,-1.98143243915146
-5,-0.318256796539775
5,-1.89882208523894
-5,-0.978811533459614
-5,-4.122969175184
-5,-13.7459657200757
-5,-23.8911814445101
-5,-33.5439886502927
-5,-41.8219567470055
5,-46.0761668913282
5,-36.7160261428347
5,-15.911188765406
5,9.25495237685621
5,31.3428082602775
-5,47.0087557859082
5,46.5890413278702
5,39.1352779755211
5,33.5566448483455
5,30.5122527996715
-5,30.1878337754974
-5,20.2797207043117
5,0.731329709201816
5,-8.37133293799345
5,-5.61015056811416
-5,2.55250332334586
5,4.94947389993583
-5,10.4775679903437
5,9.84480435311053
5,10.513127311979
-5,16.7525884790852
-5,15.4290024815179
-5,5.55689557316585
-5,-10.698062296495
5,-28.453483018914
-5,-31.8610226574661
5,-32.5513921995887
5,-24.7109086889864
5,-8.80614188822309
-5,11.1095985712164
-5,19.6547336571748
-5,13.5639095506109
5,-1.81363465328129
5,-9.14422515957407
-5,-4.88247550971286
5,-1.81813670152612
5,3.64491275418639
-5,12.7786335417167
5,13.1582216160393
-5,13.3894091177771
-5,8.78347904081728
5,-3.57665116034609
-5,-7.54768666608268
-5,-10.2475189685014
-5,-16.546267297153
5,-24.3812774487089
-5,-22.7030240645886
-5,-19.1289180213459
5,-20.9380347591032
5,-14.0040959775939
-5,-0.196039984983852
-5,5.22193294994737
5,0.970942765111572
-5,1.12872481809494
5,-1.55120653147779
-5,-0.627806009665857
5,-2.50543244733244
-5,-1.87690678926686
-5,-2.28983284422208
-5,-9.10966224937967
-5,-19.2234351734496
-5,-30.5955670029907
-5,-40.8374766934634
5,-46.4791894306893
5,-39.411941249081
5,-18.3525147735885
5,9.70799026722428
5,33.5316055112224
-5,50.8796677856749
5,51.4393251169582
5,45.5894505821481
5,40.1697149163523
5,34.7603920833639
-5,32.7611557375513
-5,23.2031221504447
5,5.4098835846103
5,-6.29738035486487
5,-6.60229916282908
-5,2.57988768440712
5,5.25015907121618
-5,8.57174984027857
5,8.01457387993732
5,8.18120619967726
-5,13.251936023755
-5,13.5281764027317
-5,4.08514894579061
-5,-12.3955093840666
5,-28.4041774368251
-5,-30.1539487917462
5,-28.516198836355
5,-19.5254176417488
5,-0.622461298004827
-5,20.3659733740359
-5,28.8395985235873
-5,19.4755832780298
5,2.24364561422895
5,-5.79157791494892
-5,-1.80482589864581
5,-0.704380169279499
5,2.52820698316581
-5,12.5557950218732
5,14.7093523015125
-5,17.9793348702852
-5,13.4366279458107
5,2.41357104816639
-5,-5.31782493402123
-5,-13.0322704532379
-5,-22.5053985671651
5,-31.0104203261856
-5,-27.1565178528571
-5,-21.0338174031966
5,-19.0888591421175
5,-9.98558232004556
-5,6.11660378121342
-5,13.8896982983642
5,8.97286297732845
-5,6.07496673694564
5,-0.308037879311473
-5,-2.09129783055677
5,-4.36015360272839
-5,-4.14924954950615
-5,-3.73395284630286
-5,-10.487524036994
-5,-19.2653802291253
-5,-29.2203427682383
-5,-37.5699478021823
5,-43.230053292633
5,-36.7900486815065
5,-16.8306697191485
5,5.74578552784927
5,26.5977021806512
-5,43.8009615104735
5,43.587022368879
5,37.3025441650853
5,33.9356514277539
5,33.5714449116871
-5,33.8776036634553
-5,26.0476141779624
5,6.73994555633072
5,-6.31822306756821
5,-6.31525771110402
-5,2.65350536432762
5,4.7578147553843
-5,8.72839132528665
5,6.73636495656879
5,4.84754875199864
-5,10.6560363102239
-5,8.78915713168064
-5,-1.99226536213687
-5,-15.1367376443557
5,-28.6444074851098
-5,-29.0350127516336
5,-24.2739421741316
5,-14.8794182414916
5,1.82918188854404
-5,20.6093421328707
-5,27.6428429218024
-5,20.4402326189577
5,2.67045765513338
5,-8.48691469061493
-5,-6.3940799477179
5,-3.13035126129526
5,0.297229058830302
-5,11.6974735545804
5,16.4806790728357
-5,17.8794099299687
-5,13.7485334754578
5,0.802673078471979
-5,-6.92725530808052
-5,-14.6448688638884
-5,-23.9195744176871
5,-33.3678393552094
-5,-32.7063307545467
-5,-27.8903105065175
5,-26.6948435774675
5,-18.3405984706943
-5,-2.49492336800986
-5,6.73402456687031
5,5.38832918706024
-5,5.15536505637328
5,0.0989700530085644
-5,-1.03400121738715
5,-3.07762718067356
-5,0.053688900524558
-5,-0.704801753931084
-5,-9.08077833751742
-5,-21.3611078486354
-5,-33.1500806481904
-5,-42.0811879096444
5,-48.0531524518997
5,-40.716222512792
5,-22.1827524389639
5,3.53485517268876
5,27.6637555549954
-5,47.8522356750254
5,51.5198074766266
5,46.6345412149475
5,43.1948304894414
5,38.9774618122448
-5,34.5074846032031
-5,22.2999985812798
5,2.46346304043196
5,-7.68785426384836
5,-5.40582880683444
-5,5.15851704050174
5,8.10404864615463
-5,10.9843592971756
5,6.45317367550884
5,3.43710662694034
-5,8.54498879354442
-5,8.18762820484603
-5,-1.4573751280104
-5,-14.9038516358065
5,-30.5299962977981
-5,-33.8361293890835
5,-30.9806017146453
5,-19.5170852120456
5,0.0528723725366865
-5,21.7605835115641
-5,30.2285825371123
-5,22.2259545733938
5,6.05190806247267
5,-3.36986439420051
-5,-2.06373063689489
5,-3.89467679880087
5,-1.72938834933965
-5,8.95779850779765
5,12.1712060027913
-5,14.6715453460092
-5,12.3563444641725
5,1.52659165178138
-5,-3.81047682580911
-5,-9.73729450211142
-5,-20.5865017623396
5,-29.0682590743227
-5,-26.3631819566122
-5,-22.214530931825
5,-19.519087420438
5,-10.1139172015753
-5,5.60772392008505
-5,12.633826307538
5,8.79826623004778
-5,5.49643643512123
5,-0.791778913538769
-5,-2.80282114299183
5,-5.95919684394885
-5,-5.27618879294182
-5,-6.05028209248378
-5,-12.1232885783296
-5,-22.531003641596
-5,-32.5998212564437
-5,-40.7489572344121
5,-45.5473396870937
5,-38.3942709611286
5,-16.5872251679739
5,9.95397908986029
5,32.783765535404
-5,48.4645580498305
5,48.9996275040866
5,41.6455994297677
5,35.375363710183
5,32.5423687397328
-5,31.4518625346073
-5,21.3800260587067
5,1.81722529983345
5,-9.82677777849772
5,-8.46133224106307
-5,2.4307897113764
5,7.68343347156767
-5,10.3332307016047
5,6.54829730523784
5,4.93391488122153
-5,10.0598593390076
-5,9.5502293108628
-5,-0.353011770701899
-5,-13.8491267103991
5,-29.1890057804149
-5,-31.5983882812941
5,-28.9829035659938
5,-20.8667395371678
5,-2.93324781309697
-5,17.1691146150836
-5,24.111126514992
-5,16.2673043315047
5,-0.0520519525014065
5,-9.85128481618254
-5,-7.80260377256442
5,-6.68458232639603
5,-3.17784652494429
-5,7.38397352353385
5,11.8846682566576
-5,15.2777749069323
-5,11.780029417944
5,-2.83535686665093
-5,-11.8174020840155
-5,-18.3471607686635
-5,-28.8199363574603
5,-38.3337126241003
-5,-33.2853429459692
-5,-27.2057385938079
5,-24.1294163854412
5,-14.9065884077628
-5,3.09892429728708
-5,12.6655441172663
5,9.24328296166189
-5,9.41555851145178
5,4.73827830057968
-5,3.39070142094925
5,0.862920128464951
-5,1.53664764085154
-5,-0.300792740709591
-5,-9.73820717950377
-5,-21.7252741311372
-5,-32.5326423425366
-5,-39.198659031396
5,-44.2343809537962
5,-36.075496121082
5,-14.9191002610352
5,10.5413418067724
5,31.6258835516215
-5,47.9847032023749
5,47.0024450196367
5,39.2663168316653
5,33.4354897157224
5,29.304681094147
-5,27.735780814946
-5,16.1620063030885
5,-3.43923403303496
5,-14.2144898980637
5,-9.5678055462388
-5,3.88182884133632
5,10.3036617873557
-5,15.3769975283109
5,13.6416800029427
5,11.5760709977303
-5,14.7782602737462
-5,12.2102512427747
-5,-0.559417000882549
-5,-16.5556668002125
5,-32.8261878988014
-5,-36.6424285620233
5,-35.3655566070812
5,-25.0836564830331
5,-5.0242823336635
-5,17.9540621296637
-5,28.5949033068352
-5,19.7029099734161
5,1.0441163039672
5,-9.51673908791612
-5,-6.54709217976891
5,-6.0353934746174
5,-1.17914218008611
-5,9.59291276814702
5,14.2006605636123
-5,17.8781335533152
-5,14.2865107707574
5,2.75977566165797
-5,-1.75093471734321
-5,-8.03194974882874
-5,-19.6306942420862
5,-32.2267376688199
-5,-31.3274442776682
-5,-26.9962520264278
5,-28.1090594188892
5,-22.2650638500392
-5,-4.75144205883934
-5,6.76268390587047
5,6.53754698990345
-5,8.29668510781371
5,5.33539600443542
-5,4.28763934280072
5,0.612610197110056
-5,1.38076019115568
-5,-2.3444255682374
-5,-11.7461642359189
-5,-23.7226198002029
-5,-35.1562688350348
-5,-44.1466724205614
5,-48.3472889893275
5,-39.3818731929612
5,-17.3643725044736
5,8.42000331150714
5,31.6347727151641
-5,48.2629152307215
5,47.5263787461991
5,39.6429930053532
5,33.457038094764
5,30.4000740621151
-5,28.6759865945397
-5,20.8309269413148
5,3.64544265331417
5,-7.5805844832802
5,-4.22553437432392
-5,6.83241063946158
5,8.88792955417586
-5,10.8181876310106
5,6.79531002302939
5,4.01993698386732
-5,7.81542066332478
-5,5.07879696591541
-5,-4.77833700416107
-5,-18.7595498220047
5,-32.4370953722216
-5,-35.1962951217931
5,-33.0209543797255
5,-23.6432810951991
5,-4.09667615130134
-5,18.1417996559636
-5,28.1635863338169
-5,21.8777514773661
5,3.43989755910268
5,-6.76887561787407
-5,-4.71148975062402
5,-3.81777687349627
5,-0.399735613730286
-5,10.2063217163271
5,14.3973512541575
-5,16.6594457888101
-5,13.9931463409371
5,2.51781872008544
-5,-3.90525338422598
-5,-11.4872734187886
-5,-21.9599344524684
5,-31.0162503874887
-5,-29.0161631032746
-5,-23.8889647486997
5,-22.9876340865935
5,-14.3748826996565
-5,1.39246493510963
-5,8.85846837808196
5,5.15547316969757
-5,3.41680511532319
5,-1.99807723201564
-5,-3.00537638620635
5,-5.92116551940835
-5,-6.2791771761143
-5,-6.83826080762733
-5,-13.1626414865889
-5,-24.1645750946199
-5,-34.4787354007787
-5,-43.225836935637
5,-47.7798276862055
5,-37.7582354301129
5,-15.8677139605216
5,11.3649048973835
5,35.443133717011
-5,53.3030963983424
5,51.0433429868196
5,40.9895882663245
5,33.3516672264013
5,28.1754301516925
-5,26.3910559507344
-5,17.066545332154
5,-0.551891611094365
5,-10.9531801933546
5,-7.85163940914791
-5,2.80956266894757
5,8.31273284040211
-5,11.18621078741
5,6.35171142305552
5,3.82553769560823
-5,7.63208297790199
-5,5.31407421386238
-5,-3.66445483881201
-5,-16.5513241407765
5,-29.6755412423463
-5,-30.2611699634729
5,-26.5280909640399
5,-17.0138076213411
5,-0.440588289304994
-5,18.718843567693
-5,25.2650964239697
-5,19.0889869039791
5,3.42841602553043
5,-6.27062418275843
-5,-3.18824456133285
5,-2.75001587322904
5,-0.00931566616389479
-5,6.77506207766102
5,8.82733102156814
-5,9.24503113759958
-5,4.56908408899498
5,-6.87665657150923
-5,-10.0414245229793
-5,-12.8153966304596
-5,-20.2756759297734
5,-30.1007957216931
-5,-27.7818589864102
-5,-21.7114750173072
5,-21.9255398667703
5,-15.9509926480255
