u,z
5,-3.47640342258576
5,-2.02125562644716
-5,9.38412896258048
5,10.6586162180305
-5,13.4242751367286
-5,9.82106541199566
5,-4.34329354135534
-5,-8.19538322688156
-5,-10.9776841031457
-5,-21.7008256168118
5,-30.7692425188479
-5,-28.9133893764397
-5,-23.3807193082366
5,-23.0244621495535
5,-17.3527557329699
-5,0.197536693102693
-5,7.77493865729054
5,5.01753622905661
-5,3.72334921270795
5,0.277974293688034
-5,0.976528825334385
5,-4.96929779827313
-5,0.109033422391566
-5,-2.78616984693589
-5,-11.3235865726928
-5,-20.4168660543753
-5,-33.8058982644317
-5,-40.799374107444
5,-46.4970592973408
5,-39.731117798946
5,-17.2705346044
5,9.68603974037777
5,30.0525005789201
-5,49.8143697154763
5,49.2676366005817
5,41.964327556753
5,36.7082397889997
5,33.0083746290654
-5,30.6100214470961
-5,20.3660011798779
5,2.60691238426688
5,-8.06644170808581
5,-7.49639377381186
-5,2.45205758127642
5,6.39083423518836
-5,8.91416625482263
5,8.60851835847461
5,7.53770740068989
-5,14.2840823710477
-5,11.7550050343057
-5,0.85477450593157
-5,-14.4381862926197
5,-30.0736760215222
-5,-32.8830980740633
5,-31.5548483980232
5,-20.3088597448482
5,-0.701691744948905
-5,19.4985255662678
-5,26.5342242106295
-5,19.014790641624
5,2.86096756385539
5,-6.82701608820107
-5,-4.77292763937893
5,-4.45868944892603
5,-2.27131825235957
-5,8.3372825445807
5,10.7069656603262
-5,15.5736829795867
-5,9.98104975150113
5,-2.73681113065799
-5,-9.30296073857998
-5,-12.9202937999659
-5,-22.0854640478682
5,-30.5052112228815
-5,-28.2100558868572
-5,-25.0716810281801
5,-22.5263776750738
5,-15.0610072651719
-5,0.877428649260925
-5,9.31980102621206
5,5.12272441275234
-5,4.19124226342317
5,1.96189154465895
-5,-0.945486449083841
5,-2.35379486468175
-5,-0.782298467080455
-5,-3.26544051720981
-5,-9.43884552529672
-5,-23.0213686480817
-5,-31.2449665266386
-5,-42.1572806344793
5,-47.0350783881122
5,-39.1331261402348
5,-17.3906046280181
5,7.687124248695
5,31.196547662895
-5,49.9526821508815
5,50.027313247269
5,42.9466883377875
5,35.8227743669346
5,33.0542989618914
-5,29.8999643984751
-5,20.1477021847908
5,2.91709586630019
5,-9.70175592790446
5,-6.09775530644962
-5,2.20927474870164
5,6.87253752027939
-5,10.1700257063266
5,8.66060482264269
5,7.35190649763464
-5,14.6466646911309
-5,12.2915757936247
-5,0.871333556515497
-5,-14.7943325885888
5,-26.8522576102064
-5,-31.1695613845531
5,-30.122229262102
5,-20.1398914303026
5,0.369006958478755
-5,19.0672469970958
-5,27.7625674008751
-5,19.2247320546286
5,4.56034526240912
5,-6.5871989470089
-5,-6.24676840840343
5,-5.37400183124507
5,-2.77400190009502
-5,8.12860232319431
5,12.4204164921812
-5,13.4743897385296
-5,9.87577849002218
5,-2.16988339716249
-5,-8.1474214201227
-5,-11.9775009627629
-5,-20.5963174338577
5,-29.6278468393015
-5,-26.6111823733535
-5,-21.5604515321977
5,-23.8577613597344
5,-14.4835299640005
-5,-0.000439599493847143
-5,9.40864264816065
5,6.66628950422118
-5,4.31581616531249
5,1.18909127845475
-5,-0.779533633295628
5,-3.54660786580595
-5,-2.66440401023113
-5,-3.51038386587876
-5,-10.3978765234289
-5,-21.1981107008253
-5,-32.9594661756183
-5,-39.0708532372938
5,-47.2370693263584
5,-38.5755018504272
5,-16.9889419232148
5,6.98803761092102
5,30.9299218655687
-5,49.8260603691127
5,49.1419934796349
5,40.9181914966029
5,35.7511784082137
5,31.4404512470398
-5,28.6989456127487
-5,20.7797172306765
5,1.1840582746248
5,-10.4232672541825
5,-8.867861068332
-5,2.379394086529
5,6.87789322823967
-5,10.7970925325079
5,9.90358239800678
5,6.82729840493041
-5,15.4060573957489
-5,11.5380676415335
-5,1.09193708467943
-5,-13.1552604939753
5,-30.1416116090839
-5,-32.5765390141983
5,-29.5400308828284
5,-19.3133319122648
5,-2.01075771235126
-5,21.1458089699205
-5,27.6670089123027
-5,19.7602283730746
5,4.31576242363033
5,-5.68545928795416
-5,-5.07986942653105
5,-5.23330594751802
5,-2.70967487905809
-5,7.71191361885842
5,11.5350379007672
-5,12.5424211191769
-5,10.0904201695984
5,-4.03102916783292
-5,-7.25125216937214
-5,-12.2464444569245
-5,-22.1504672446831
5,-30.5140168352689
-5,-28.9609758679911
-5,-22.4250133400884
5,-25.0423704079077
5,-15.2234044920875
-5,0.917516259031936
-5,9.27916603834435
5,5.19287402330785
-5,5.95469470576209
5,-0.21360878034424
-5,0.600684262147908
5,-2.82710392199221
-5,-1.57404328460811
-5,-3.01844417946895
-5,-11.6514299366322
-5,-23.2639988637797
-5,-31.8056085029455
-5,-41.8310262300078
5,-46.6612405329022
5,-36.4088321177068
5,-16.8892547976876
5,7.44400156811399
5,34.3643321438576
-5,50.3554058120595
5,50.3958175165967
5,42.6846941985143
5,36.8759636194475
5,31.4755810163439
-5,26.7887113474432
-5,22.33725891649
5,2.52227518680095
5,-8.87749103158161
5,-7.21357268558721
-5,4.44881009714376
5,8.90665078244055
-5,9.52997671515855
5,8.8729560438299
5,7.96988800639701
-5,12.4480409064491
-5,10.7192644543872
-5,2.50163772501409
-5,-13.8970599971426
5,-29.2402266305815
-5,-33.9859243588109
5,-29.4587315986275
5,-19.6367485546405
5,-1.58191460926665
-5,20.1407242470603
-5,27.801680401533
-5,20.3121224254838
5,3.17139803743371
5,-5.4382328457645
-5,-5.08405176109701
5,-5.31117671633025
5,-0.913008990139251
-5,9.44535637696373
5,11.6296093277864
-5,14.2247339352004
-5,10.3060319346377
5,-3.6730210940443
-5,-9.28021789950726
-5,-13.6214980392021
-5,-20.8438723497947
5,-29.8229158762705
-5,-28.168445250919
-5,-23.1080791737725
5,-23.617284863458
5,-14.6445229916198
-5,0.202851792416379
-5,5.77216416602944
5,3.76571097112272
-5,3.63648154469299
5,0.748173606043887
-5,-0.893916579184557
5,-2.92494005710737
-5,-3.03402476579563
-5,-1.58707953009918
-5,-11.255611903581
-5,-22.5278902215169
-5,-29.3240823821639
-5,-41.1523134574392
5,-48.3186816134638
5,-37.5042164421657
5,-16.2489371329941
5,7.80346820761868
5,30.6670892553088
-5,49.9334389063342
5,47.4666471829041
5,42.2359454140584
5,36.2938398623787
5,31.717359635981
-5,31.3997296535782
-5,20.1630138458786
5,1.75473102759907
5,-9.11726456986871
5,-6.75626808448334
-5,3.2330662276577
5,8.23061762622813
-5,10.9988370665659
5,9.35579423409884
5,8.25902301765264
-5,13.0698737318013
-5,10.9652779910805
-5,1.50780926169295
-5,-15.1098266441182
5,-29.0135741038272
-5,-31.2816941490641
5,-30.6765507128056
5,-20.6942618674955
5,-1.35727625569093
-5,19.5310045597576
-5,26.1468623079279
-5,20.0560990320788
5,1.68291011740615
5,-4.32775786269229
-5,-5.63488013088844
5,-4.98937270693843
5,-2.76361120916947
-5,8.73420553090687
5,12.3593666492391
-5,15.4467199055726
-5,8.97307586029136
5,-1.96131282785384
-5,-7.85141658576165
-5,-10.6105769469141
-5,-20.8433153626358
5,-29.9617012869359
-5,-26.8862041215194
-5,-23.3864371425361
5,-21.9319247804511
5,-14.3235330533368
-5,-0.189826159191848
-5,9.72776797630045
5,4.40075566462993
-5,4.81050254623723
5,0.683086908071134
-5,-0.516384370009417
5,-1.96538358327126
-5,-2.1545351744324
-5,-3.94536973095957
-5,-10.2486483087662
-5,-22.3517545125487
-5,-32.3419418615223
-5,-41.3139573797143
5,-48.082215885694
5,-39.708449535715
5,-18.7570358229499
5,8.67310591737382
5,30.196262166111
-5,51.2438790687756
5,50.8716806070104
5,42.2093796672733
5,36.7150173027184
5,31.504944149656
-5,29.8843792554029
-5,21.1573428613119
5,4.38369975203399
5,-8.54853399598946
5,-6.66296960852303
-5,2.79449829616357
5,7.88707352569896
-5,12.4068442346843
5,7.88266464796611
5,9.09810432487071
-5,14.1404253144978
-5,13.6644720434228
-5,-1.55867234054798
-5,-12.1398119247949
5,-28.9531919514026
-5,-32.0173453710567
5,-30.790053264446
5,-20.8131497845668
5,-1.08015194693023
-5,20.0907404112004
-5,26.4975960349956
-5,18.6477761423692
5,3.96692077829897
5,-5.61102641022841
-5,-3.81256019082387
5,-6.25363230194215
5,-0.59467290807125
-5,8.39295280085382
5,12.1238834562394
-5,15.1899274478793
-5,10.2507560776549
5,-2.57011205050572
-5,-7.93911548419648
-5,-12.9929712294606
-5,-20.1246123401473
5,-29.0839481675364
-5,-27.6419709049938
-5,-24.6507579895041
5,-23.4196064995894
5,-16.1291222246873
-5,-1.14743495864131
-5,7.85716931343909
5,5.62664275222237
-5,4.36897155245328
5,0.51097887717073
-5,1.37900147009907
5,-2.73457125593276
-5,-3.02708842758332
-5,-2.97982170200801
-5,-10.6003282314864
-5,-23.2310973288095
-5,-31.5192467977308
-5,-41.0799405289678
5,-45.7667349565466
5,-37.6911980010314
5,-18.5110526609216
5,9.13867204759845
5,33.1020978062069
-5,48.8684602372809
5,49.27359099169
5,42.836924746039
5,37.0728635256155
5,34.0951887275283
-5,29.7454347812661
-5,19.8116510429559
5,2.30972809848486
5,-9.30733810954784
5,-6.2255364651737
-5,3.30691550385366
5,6.57087204071361
-5,9.7931530677789
5,8.22189666024081
5,8.39947080085377
-5,14.2178856327266
-5,13.7829173775176
-5,0.756899920304495
-5,-14.7190788217746
5,-27.7406653087735
-5,-32.4266830086633
5,-29.9782060246258
5,-19.3079351861765
5,-1.6982496259114
-5,18.9138905784513
-5,26.5171209555471
-5,20.2352623553274
5,4.55803133848094
5,-4.90805996701377
-5,-3.55170386867182
5,-3.9736815513658
5,-1.45582771568131
-5,8.18297146154129
5,11.1935850594686
-5,14.646164540068
-5,9.51950038363754
5,-2.71628784239226
-5,-5.38608068857508
-5,-11.474847031116
-5,-21.7163409319832
5,-29.1651611769245
-5,-27.8100410711376
-5,-21.7786762790651
5,-22.9773659852957
5,-17.1601702343768
-5,-1.25221416089371
-5,8.54609095813036
5,6.27539663383593
-5,2.39337696432753
5,2.55222399954763
-5,-0.658699059172205
5,-3.26929515115001
-5,-1.20162208152377
-5,-0.615113568377639
-5,-10.5174739725643
-5,-22.5981263138654
-5,-33.2403031282177
-5,-39.7631235319863
5,-45.2187444012134
5,-39.4133375690931
5,-17.1669565211063
5,9.30686414988167
5,30.7735010735429
-5,49.8964546605265
5,48.867136315538
5,41.78524829568
5,35.8817359574909
5,31.6154713627924
-5,30.2458495057307
-5,19.807622037088
5,2.83867693256219
5,-8.07474947441551
5,-6.05200039721851
-5,3.86896979267621
5,6.96627170349962
-5,11.9751405628521
5,8.3765003702334
5,9.23932284236967
-5,13.236456377609
-5,11.076968408614
-5,2.71844398421641
-5,-14.3466439974582
5,-30.4463725041813
-5,-31.2245979205528
5,-29.473965287913
5,-19.9104287392054
5,-0.367175907870111
-5,18.530637735973
-5,28.479787530432
-5,21.0917254438796
5,0.797323166287034
5,-6.13488652976276
-5,-4.18890679477517
5,-4.44329435836095
5,-3.54774699963068
-5,8.18230964246359
5,10.7450155600416
-5,13.6441662114763
-5,10.2625417401931
5,-1.21702159859874
-5,-6.8553129778134
-5,-11.1653173473014
-5,-22.4128330289221
5,-31.2726423393893
-5,-29.7459541983003
-5,-22.4981009044119
5,-22.7441147150061
5,-16.5659407219795
-5,0.449545458690495
-5,8.10196315865705
5,5.50888982700871
-5,6.17564190900039
5,0.419102069378201
-5,0.222694593074163
5,-1.95289923399733
-5,-2.3831676213202
-5,-3.75872385120778
-5,-11.0531639284572
-5,-21.8693756711161
-5,-30.5628593486114
-5,-40.7001403637936
5,-45.9676389561654
5,-38.5739662271962
5,-15.7490535709023
5,8.7888290684922
5,32.6570693965608
-5,50.0164945742293
5,49.0253252128701
5,42.0885845948595
5,36.1782012257784
5,31.2494672385245
-5,30.5484855170419
-5,22.5191360776351
5,0.866101922767759
5,-9.75473331966449
5,-7.02638983352311
-5,1.44442684073525
5,7.23528199299562
-5,9.83424100323498
5,8.36018096114322
5,7.13480661529233
-5,15.3604388295746
-5,12.8559453857681
-5,1.22291314389644
-5,-13.2248071646536
5,-30.9093151471776
-5,-31.4595711914629
5,-28.4136723604698
5,-20.019142684336
5,0.680983859484695
-5,22.2406964698408
-5,26.9092935568178
-5,19.5519105989395
5,4.10706259668528
5,-7.27496590798504
-5,-5.64254501719853
5,-5.68966443801398
5,-2.14433310039416
-5,8.22759897380683
5,10.1381042939646
-5,14.2518256982573
-5,11.1195979384383
5,-1.92971762204206
-5,-7.11123489465801
-5,-12.0270393938692
-5,-19.1674597465159
5,-30.5339706588919
-5,-29.4240294613628
-5,-24.609983124787
5,-22.4623876376381
5,-15.911118667319
-5,1.57539974541944
-5,9.79548466361383
5,6.60231749159072
-5,4.93963660691338
5,-1.28731747226876
-5,-1.25288428245004
5,-2.64417778810176
-5,-1.87826745202558
-5,-1.76028586183848
-5,-11.6615130077454
-5,-22.77202454497
-5,-32.5450125872124
-5,-40.4616031855873
5,-45.892229154559
5,-39.5803591244093
5,-17.9918608629083
5,8.9259655124735
5,31.6625883908063
-5,51.1084638427625
5,48.8207903608769
5,42.5596422984644
5,37.6472638613433
5,32.6664653825845
-5,29.3065214226032
-5,19.6390046714818
5,3.51155066628003
5,-9.33036983881159
5,-6.23985116083194
-5,3.04392094141462
5,6.50812364364944
-5,10.0284195064766
5,10.1860208116565
5,8.89286690135349
-5,14.3893650486521
-5,12.6344284650562
-5,1.20015636512148
-5,-13.8729298653823
5,-30.5743963041902
-5,-32.7911886209795
5,-28.6948927425763
5,-19.4310880757627
5,-2.21919353559589
-5,20.0034511514744
-5,26.4603635383628
-5,17.9754397195174
5,5.33176795733767
5,-6.44017737783516
-5,-5.36186503413108
5,-5.27680442170977
5,-4.67389173330454
-5,8.71762621246713
5,11.4452588319076
-5,11.7789253604613
-5,10.6336620110015
5,-0.427091163546904
-5,-9.38047607494401
-5,-13.3259944667143
-5,-19.2849515832712
5,-28.982935293504
-5,-29.0523163421856
-5,-22.3457378280534
5,-21.9756309343303
5,-15.5242890643605
-5,0.357189916767735
-5,8.89179531500027
5,5.13673254726916
-5,6.50902590263911
5,2.04224690904651
-5,-0.319023547027299
5,-2.06200188445503
-5,-0.470570051438412
-5,-1.72826799911806
-5,-10.5303674575061
-5,-23.3545486262727
-5,-33.5417520268831
-5,-40.6368040089392
5,-46.3852695068371
5,-35.9013922944577
5,-16.6774456650765
5,7.52910280243519
5,32.4600491364175
-5,49.3950406218406
5,48.1475051337906
5,40.4584007629001
5,36.946731714652
5,32.1568154390508
-5,29.7845169298009
-5,21.179960245716
5,1.87055025321788
5,-8.87316201287146
5,-5.78309479659537
-5,3.43226948936485
5,6.92046626088851
-5,10.6566238585782
5,8.63298158034434
5,8.23268042512613
-5,13.7579675095784
-5,9.7082888679533
-5,-0.222422430547732
-5,-12.9351143753699
5,-29.6768050077097
-5,-31.8370584061054
5,-31.1302617884726
5,-20.4210889589753
5,-2.12719539323518
-5,19.3360188650206
-5,28.1913696119615
-5,18.0537500995405
5,4.49815085966995
5,-6.91437318259808
-5,-3.61956065312069
5,-5.82692272514383
5,-1.77930570063731
-5,8.72203826993274
5,12.6253383733505
-5,12.55100593592
-5,10.9901818387381
5,-1.98112782353174
-5,-7.76464001114418
-5,-13.9527641561788
-5,-21.762624334426
5,-27.8877092253747
-5,-27.8890725960929
-5,-24.0365493664596
5,-21.3285182142284
5,-16.3731680826843
-5,0.138358245343085
-5,9.65286222508188
5,8.22284189192983
-5,3.98898949651716
5,0.826282116591986
-5,0.600487166296219
5,-2.55829867825894
-5,-1.80862945109842
-5,-3.27844400287366
-5,-11.443834607984
-5,-20.9625779932816
-5,-32.5747943638184
-5,-41.1003801521475
5,-46.2771584229042
5,-37.011421148863
5,-17.7250652497271
5,6.35540562606763
5,33.7318809275865
-5,49.1856616215585
5,48.4625450646056
5,42.4252251693912
5,38.9888868684994
5,32.5342375595678
-5,30.8692526893981
-5,19.9607818363966
5,2.27646554612946
5,-7.86689037065275
5,-8.93605288195802
-5,3.17775110627708
5,6.67336129666888
-5,12.4200050400714
5,9.55703231825864
5,8.95236745347444
-5,13.62682035476
-5,12.4768506692059
-5,0.0600318269880606
-5,-13.5489815548211
5,-30.4147012592753
-5,-31.9595066426375
5,-29.2422109586947
5,-20.0574217656792
5,-1.12827667157007
-5,19.5514445579201
-5,27.1028500023367
-5,18.5854547635974
5,2.78605092523401
5,-5.52848525409655
-5,-4.5145932089877
5,-4.07348785685386
5,-0.989277784925055
-5,9.41345371813782
5,11.6596878269362
-5,13.4854364298349
-5,10.0229326676095
5,-3.42233533725281
-5,-7.42584416566473
-5,-12.3890459794526
-5,-21.2877836484151
5,-31.4165644844175
-5,-29.3606068907122
-5,-22.6565520649259
5,-22.5247925201233
5,-16.6976763541964
-5,-0.660597824579529
-5,7.81588770929083
5,5.15805024060826
-5,6.0939878685797
5,-0.786964755406928
-5,-1.45893237356903
5,-0.838566778994368
-5,-2.23189701579945
-5,-3.72496094037993
-5,-9.49797386579267
-5,-20.8222929125801
-5,-33.252278281034
-5,-41.1701962755556
5,-47.5485147645782
5,-38.0461402609857
5,-16.0489922500473
5,8.72273198984402
5,32.24594487796
-5,48.8341380534768
5,49.9419906815331
5,43.1751213567294
5,33.5263592729201
5,31.1401312083884
-5,30.9663446987574
-5,20.4375800849167
5,2.85693652449334
5,-8.38555827175963
5,-6.41743011793567
-5,2.33076836814123
5,7.45478121775739
-5,11.5670559934869
5,8.17121985921287
5,8.34191677810806
-5,13.3293403805356
-5,11.7408425355193
-5,0.796325809749507
-5,-13.5871229994887
5,-28.8121830460282
-5,-32.2746546146516
5,-30.550200768504
5,-18.5846956447644
5,-3.27168628859292
-5,19.1713166470254
-5,26.3681192287772
-5,18.7659169973438
5,4.07262802806449
5,-6.12788373882742
-5,-4.57675013237135
5,-4.68332614724977
5,-0.537798479841198
-5,6.85810097066929
5,10.2870918309395
-5,16.210271608037
-5,9.53728665738101
5,-2.2553705952119
-5,-8.75995306458825
-5,-13.3761067985737
-5,-21.7923204787535
5,-28.5010691068316
-5,-28.4288691105351
-5,-24.2646358752646
5,-23.5005965310434
5,-15.3610216516967
-5,-0.450243830463868
-5,9.14844495695544
5,6.81205679575796
-5,2.4354132696717
5,1.56089914769566
-5,-0.0471782458713816
5,-2.13161065084339
-5,-2.46853337864986
-5,-2.25693420004367
-5,-11.7536308003676
-5,-21.5705179866379
-5,-30.9980303303611
-5,-42.3570841739495
5,-48.340214481813
5,-38.6747898698861
5,-18.2408086611109
5,5.45644897699315
5,33.6108246554451
-5,51.0964504173803
5,49.7755965478414
5,42.895035665083
5,36.2263826428814
5,32.6373906874574
-5,30.0886782333844
-5,19.8588257137262
5,2.56940832510279
5,-8.04623246884489
5,-7.79386814659622
-5,2.63096498254156
5,7.15826284666993
-5,10.4141948543429
5,8.28437053780862
5,5.92039057058193
-5,11.7944344758764
-5,10.0424878702701
-5,-0.192974005346185
-5,-15.3895262130318
5,-28.7833774911329
-5,-32.3744834404145
5,-29.8510072350197
5,-18.6210689562239
5,-0.541723103578935
-5,19.1497653312695
-5,27.4413506890157
-5,18.4916314622345
5,3.30058123938908
5,-4.74559843625815
-5,-4.99961164989022
5,-5.70210376985287
5,-1.57664005230799
-5,9.89359442754535
5,10.7516042132994
-5,13.2246972061229
-5,8.79089912422728
5,-1.91149549584632
-5,-6.55063945026893
-5,-12.4118532574265
-5,-21.2192951224897
5,-30.1666285776678
-5,-29.6869444846432
-5,-22.7061884383321
5,-23.9060178523818
5,-15.9377785010764
-5,-0.876135053076731
-5,8.78115109766572
5,4.39766332417546
-5,4.82669305291071
5,1.16557318828167
-5,0.201511701818205
5,-2.02584869908947
-5,-2.80529958901653
-5,-2.34608522547722
-5,-12.2904884517753
-5,-21.953696737135
-5,-33.6018673924109
-5,-38.3952799443062
5,-45.9696951159065
5,-37.247033553002
5,-17.497906633443
5,10.0793099020266
5,32.2318498745733
-5,48.8574313767601
5,50.4645412549916
5,42.2942356634101
5,36.384360795759
5,32.5582880386674
-5,30.8478784524841
-5,19.6607336404767
5,1.56241854860082
5,-10.6334249572825
5,-8.08064914173376
-5,2.36764861905023
5,8.25329766059247
-5,10.0864788509747
5,9.72801333682036
5,9.04037176641866
-5,15.300244548696
-5,12.574182263862
-5,1.57840717965742
-5,-13.8483314335859
5,-32.6198818229206
-5,-31.298160854051
5,-29.12383430516
5,-18.9803654602243
5,-0.922938987327976
-5,20.4527983511982
-5,25.0504583641597
-5,20.9144880708744
5,4.9438618214428
5,-7.15182844804567
-5,-5.22161096269863
5,-3.37045255496807
5,-1.14983487311218
-5,8.66311655249462
5,10.8674283088426
-5,13.9634550470943
-5,10.043618402019
5,-1.06233214989766
-5,-8.4005825158124
-5,-11.6371718649772
-5,-21.335745347049
5,-27.8982603154085
-5,-28.2228678616678
-5,-24.7439968634382
5,-23.445586656973
5,-13.7297488862592
-5,-1.23550192188392
-5,9.63760801490056
5,6.12881393422944
-5,4.81909869559111
5,1.15794456886897
-5,1.35692617987764
5,-2.29084309914074
-5,-0.663095609972243
-5,-1.57525883110596
-5,-10.5440511762112
-5,-21.1670014466665
-5,-31.7523688086768
-5,-41.503651848612
5,-45.518197501442
5,-37.4582262200093
5,-18.1791669133038
5,9.64704579258292
5,32.1659163842039
-5,49.7386089512983
5,50.2504837049221
5,43.4954143083461
5,37.3472977459563
5,31.8080884946312
-5,29.9826551181813
-5,21.3241081049186
5,1.00939570853859
5,-8.40668482564145
5,-8.05296419362522
-5,0.785069823240392
5,8.31929022532926
-5,11.6009031447147
5,8.75631269963391
5,8.49535479970561
-5,13.8801246358467
-5,13.2462681621443
-5,1.31474347562822
-5,-14.5951724022595
5,-28.389791775209
-5,-32.0371868586343
5,-31.4547866423275
5,-20.5430517663572
5,-0.990651021264907
-5,18.7883183451458
-5,26.7501262254571
-5,20.9988020653636
5,2.7737905399038
5,-7.71520783856161
-5,-4.73189288505187
5,-6.18847087265292
5,-1.18218677257974
-5,8.30414198561571
5,13.0318377090638
-5,13.386357810248
-5,9.14950935484459
5,-1.71115860696636
-5,-10.2701163799976
-5,-12.5719207394808
-5,-18.9752581234594
5,-30.5541476097161
-5,-28.1961494241275
-5,-24.5285444352132
5,-22.6490857386163
5,-14.8031319286719
-5,-0.00298160458698339
-5,7.94750317622962
5,4.29077393897718
-5,5.37115826857729
5,1.64359327301241
-5,0.453871418854362
5,-3.16789661015997
-5,-1.28006726302532
-5,-2.5567006906736
-5,-11.0337941387687
-5,-20.8575480634422
-5,-31.5584498304054
-5,-39.3366370314372
5,-47.4586828575753
5,-37.8143814259011
5,-16.6541815572329
5,8.78374930526634
5,32.3328175256095
-5,49.7765331179003
5,50.5717521327792
5,42.2905348568019
5,36.3956144036947
5,32.1193511812161
-5,32.3582258518539
-5,19.8085027154112
5,0.843329418292584
5,-8.89535604323659
5,-6.67841906542106
-5,2.08265581988107
5,7.71856036816494
-5,10.6124992770543
5,8.83258794380104
5,8.6507997317559
-5,15.9771703469818
-5,13.4339123262793
-5,1.41138849045724
-5,-13.636614851166
5,-30.0826135661543
-5,-33.3600246171027
5,-29.5598032586051
5,-21.2066642502822
5,-1.20283380288905
-5,19.1093622930582
-5,26.260294756274
-5,20.1350416268755
5,3.65501153244688
5,-5.77859081761882
-5,-4.71548144916105
5,-3.92299324350271
5,-1.32878817820577
-5,7.80693667239182
5,12.4415997921019
-5,11.7325941162479
-5,8.01044605212149
5,-3.09275802270501
-5,-6.11825299585406
-5,-12.2349465180092
-5,-21.7166555464959
5,-31.4834620191072
-5,-29.4725161471846
-5,-23.9207415210406
5,-22.6920909582605
